bedrooms,square_feet,location_index,price
2,2701,0.3961726916092554,126627
2,3009,0.6954672066898622,159636
5,4251,0.38855810127034573,156365
1,2934,0.44869362262253065,129209
5,854,0.23754413087432746,107294
4,4347,0.3732517916293401,150795
4,2623,0.22726962726315147,118956
4,2001,0.07319592376844364,97329
4,4262,0.6034485933813779,172964
4,4220,0.6682127985550163,179021
3,3879,0.6194903460096145,165739
2,1632,0.46349404380057235,122669
4,1112,0.3797857801792298,119098
1,3606,0.8633336495718252,177393
1,2658,0.519081785136218,133488
1,2807,0.47918187762973097,130988
1,2806,0.025642065806435688,85624
3,3290,0.34124782762615635,132024
1,2590,0.38019561878585706,118919
4,1127,0.3988227808969005,121152
5,3925,0.5801723692273323,172267
1,3608,0.5336025467268785,144440
3,4110,0.6079050927934446,166890
3,4100,0.7648832615421283,182488
1,3426,0.8129857387160935,170558
5,3922,0.7181230762264944,186032
1,4480,0.9555236959549347,195352
3,4475,0.01823258267636163,111573
2,3854,0.1957779856835461,118117
4,2087,0.00756287497814212,91626
3,4289,0.647474714154603,172637
1,2943,0.8980305489499869,174233
4,1911,0.24348229657629927,113458
1,3949,0.9270345447963066,187193
1,2111,0.06026739028956085,82136
2,3991,0.9344360268055143,193353
4,3661,0.3516226872396344,141772
4,3338,0.10142082844921652,113522
2,1251,0.48587175918632564,121097
3,2323,0.25677656772050794,113907
1,964,0.28487290196192283,93127
5,981,0.3072899649262866,115538
1,3316,0.8030258978326634,168462
1,1709,0.5391612766752545,126006
3,3582,0.31130769915600365,131950
1,1622,0.6103337833109184,132253
2,1743,0.7161506742231936,149045
2,2801,0.27262400073353377,115272
4,2854,0.4135491015253515,139894
5,1129,0.12188609333694755,98478
1,1574,0.18114934953468032,88854
1,2998,0.6811178539649828,153091
3,3956,0.18143834769562694,122703
2,946,0.5251633836670602,121976
5,4495,0.7090462617224327,190854
4,4252,0.10687692309474384,123207
2,1714,0.5673122196289035,133871
4,2371,0.25656278370136376,119366
3,2108,0.9629268752375798,182372
3,3547,0.4835456467199247,148824
1,881,0.8059925497751581,144409
5,1313,0.5502265421562618,143152
4,2720,0.043412532854819164,101541
2,3662,0.6331513755940223,159935
3,3556,0.951403342206657,195700
1,2739,0.6016118201463312,142551
1,4394,0.8191888594267902,180858
4,1545,0.8842064633484078,173870
3,3870,0.22807977194893247,126507
5,2209,0.21204483990822665,118294
3,1506,0.6109809888509917,141158
4,1270,0.4110284698067047,123802
4,3990,0.8398613028667203,193886
3,1195,0.9000231233980112,166952
4,2355,0.3534213793027181,128892
3,3108,0.23687055897448206,119767
2,1604,0.7805255152438618,154092
3,1733,0.2748060355481361,109810
3,2079,0.8226143185136784,168051
4,2557,0.42373825364876283,137943
4,1704,0.6675498992914705,153794
1,4097,0.09553531383466818,105523
1,1876,0.623859324676573,136145
2,3787,0.4517676787372291,143046
1,2690,0.5866084631754741,140560
3,2323,0.16801420774486342,105031
4,4377,0.7368737449441821,187457
1,3701,0.8627970775432285,178289
1,2187,0.21673980009077565,98543
2,2103,0.09571455552016173,90601
2,1392,0.023638586046336396,76283
3,3561,0.641971500443266,164807
4,4029,0.6070940360887808,170999
2,3479,0.54669741271407,149459
1,2906,0.23194709611597542,107254
4,927,0.39090599590551467,118360
4,1535,0.594476335186173,144797
1,3568,0.4967668588591694,140356
2,3986,0.9877855202148873,198638
1,4080,0.13643975255673313,109443
4,3373,0.6951445540475938,173244
5,1320,0.4043187681042921,128631
5,3399,0.42819961492561476,151809
3,1036,0.7175977656581762,147119
1,2104,0.6924361513243696,145283
1,4230,0.9912559937021883,196425
3,4072,0.12839428945412523,118559
3,2581,0.10410964938416634,101220
3,2101,0.7243388171287412,158443
4,4106,0.5783869170064091,168898
1,3341,0.27416066655980587,115826
4,2851,0.0794193689889866,106451
3,3513,0.08565824959643054,108695
1,1241,0.8941908746641183,156829
4,2876,0.1918673247187429,117946
4,3980,0.32337156211552076,142137
3,3457,0.22665640222698802,122235
1,1604,0.3549963058319373,106539
3,874,0.06942384274609337,80682
1,3685,0.5190597909082704,143755
5,4017,0.0676125635922149,121931
2,2975,0.8003565078223616,169785
2,2889,0.23371208191043302,112261
2,2179,0.5400119146045106,135791
3,840,0.8800790875614583,161407
5,3781,0.6508773690471942,177897
1,2881,0.5329577865513353,137105
4,3888,0.3243337531153756,141313
1,2500,0.33300191305819793,113300
4,4024,0.6694869551981901,177188
1,3845,0.9941393612211675,192863
5,2201,0.6618391898493786,163193
4,1387,0.5577834173700249,139648
3,2422,0.7306505102392461,162285
1,1141,0.46520561228371815,112930
1,2874,0.060142342600785215,89754
4,4158,0.5622968158779098,167809
3,1445,0.9576252845053802,175212
3,1530,0.17530294235765964,97830
5,967,0.6900048908206657,153670
3,1409,0.20093368865905648,99183
3,3115,0.5358276844730813,149732
3,2572,0.09667644964671962,100387
2,2840,0.45037093625818514,133437
5,3668,0.7561633288952461,187296
1,1254,0.3475715242389821,102297
4,3753,0.664911724487218,174021
1,2508,0.7954499607897292,159624
5,4272,0.9271778194794527,210437
4,3769,0.23464208185545354,131154
5,3828,0.39931591580930814,153211
3,4347,0.15241601333041743,123711
4,1501,0.9924835021583752,184258
3,3481,0.9270009679242953,192510
1,4429,0.5399571302805596,153285
1,2399,0.8420332943764213,163193
4,929,0.5209579772720422,131385
4,3867,0.6235856880027597,171028
5,2645,0.08912443211601662,110362
5,2186,0.7552704204968079,172387
3,3666,0.12771348363523483,114431
4,1492,0.8260676302525284,167526
1,4163,0.7820280876703859,174832
5,2194,0.7087446977429764,167814
5,1593,0.036160380524762115,94546
1,828,0.3031283559453286,93592
5,948,0.26311256991084286,110791
3,2119,0.3601364074715191,122203
4,2858,0.08764274676383854,107344
1,4383,0.9369578230310628,192525
4,3523,0.5538022407123763,160610
5,1936,0.30552431065802355,124912
5,986,0.3969815170742834,124558
1,3654,0.44720254050483565,136260
3,3591,0.6005943333606173,160969
2,2050,0.5156794276964978,132067
1,2133,0.9193919732144173,168269
2,897,0.49696348290583026,118666
2,854,0.9921580148233127,167755
3,3470,0.8514249577450957,184842
2,3511,0.2085105143573358,115961
2,1557,0.9305952146439163,168629
3,1205,0.11636639788547609,88686
2,2916,0.8174497084911916,170904
2,4183,0.3806232934765801,139892
2,2112,0.8779743204450695,168917
1,2585,0.8680566901074503,167655
1,4419,0.8059254001176211,179782
1,1550,0.7900304363070614,149503
3,4019,0.3046791390980408,135657
5,4338,0.08091928305125218,126471
2,2562,0.40298017876516146,125918
2,4115,0.17352451498650867,118502
3,4362,0.6949510889024617,178115
2,3805,0.34609972653778553,132659
1,4378,0.9756102008599149,196341
5,1164,0.640972077345332,150737
4,2826,0.822480563634361,180508
2,1281,0.13252467274184843,86062
1,3048,0.8620144822726226,171681
4,953,0.9227571905133943,171805
5,4321,0.4870619188189359,166916
4,2324,0.6062529377509774,153865
1,2920,0.7648098009029954,160680
4,3560,0.17483862726041255,123083
3,3143,0.5025660764634424,146686
4,1840,0.3986630277723131,128266
2,2464,0.1463739921622491,99277
2,2040,0.36753442229153144,117153
3,860,0.06817230938549357,80417
1,1738,0.025811906949486985,74961
2,2439,0.13516628915482276,97906
5,2889,0.9631151115891738,200201
2,824,0.549529535895017,123192
2,1862,0.96582216115322,175202
1,930,0.432497878330132,107549
4,4369,0.3118161330852596,144871
2,2052,0.5061418628402441,131134
3,907,0.4395116886329101,118021
4,971,0.10566468426174391,90276
5,2258,0.6408263146902062,161662
1,4349,0.2160381825095996,120093
5,901,0.6195879548978296,145968
4,3713,0.6502010923981534,172150
4,3371,0.1520248531286481,118912
4,3122,0.06134962711066816,107354
5,2436,0.7807615860684398,177436
4,3915,0.4598004237693202,155130
5,3664,0.05816379550547579,117456
4,3804,0.9948663171697671,207526
3,1840,0.05778056099636664,89178
4,1129,0.6950352288585532,150793
5,4440,0.9836789252634136,217767
2,2320,0.23918010421592562,107118
4,811,0.14224936868719618,92334
2,2141,0.1213849394224289,93548
3,4463,0.30327514756759555,139957
1,1015,0.10104581101064669,75254
3,1138,0.6921613416941319,145596
4,2599,0.06229179813006269,102219
2,3508,0.5094221281497897,146022
2,3952,0.9966968538529768,199189
5,2550,0.8139702695060188,181897
2,2308,0.6152194382310109,144601
5,3221,0.30625362078661167,137835
1,3823,0.6238958362916385,155619
4,1509,0.5270414639116516,137794
5,2023,0.4260833838903715,137838
1,4408,0.13071037674019947,112151
2,3313,0.8866042152404667,181790
2,1912,0.4497846488213225,124098
1,2091,0.19462251182076507,95372
2,4442,0.3677593508772896,141195
1,1288,0.41412975252892703,109292
5,2361,0.8275378955668743,181363
5,846,0.733614380561402,156821
1,4159,0.7693048936413398,173520
5,1577,0.011031264428647214,91873
5,1839,0.4161539981797615,135005
5,1510,0.4813441516353236,138234
3,1200,0.019192276823056686,78919
4,2617,0.2598132087450342,122151
2,3828,0.760289823122135,174308
3,3957,0.13710970572899905,118280
5,1049,0.5353101314525917,139021
1,1190,0.2152018720172375,88420
5,1134,0.012120774643893273,87552
4,1428,0.24120145759954148,108400
5,4390,0.9758737549100538,216487
1,936,0.8015371118829896,144513
4,3730,0.9595766443210334,203257
5,3535,0.48785404392636245,159135
4,2321,0.1097361986775035,104183
2,1626,0.547959488973693,131055
2,1526,0.4543773345599609,120697
5,2300,0.844357082739616,182435
4,3441,0.09808258078424459,114218
1,4094,0.4882411370217782,144764
5,1789,0.15004866469398426,107894
2,3219,0.32467592689006,124657
2,1734,0.7373570773877997,151075
5,3842,0.47601812936876653,161021
4,1201,0.37588828514576933,119598
2,2266,0.3944762785700353,122107
4,4361,0.45944676840598664,159554
2,1414,0.7850165438370569,152641
2,2096,0.8920846889402344,170168
3,4397,0.9553346865039283,204503
2,1982,0.7869033862552951,158510
1,4023,0.31540689574801273,126770
5,3842,0.6881347060865421,182233
5,3467,0.4376031240553919,153430
4,3035,0.2546706220460512,125817
2,1921,0.8408715794259226,163297
1,930,0.038426348962324997,68142
4,3652,0.9017619921354235,196696
3,1994,0.46147746462473416,131087
4,3783,0.6372014768082804,171550
4,3833,0.6593539222057827,174265
2,982,0.8951177407065364,159331
3,3830,0.6366696821672073,166966
4,1163,0.6139335847600618,143023
1,838,0.06665204056068996,70045
1,4398,0.5184080219452041,150820
5,3344,0.15016900081704165,123456
3,4387,0.7374337687214856,182613
3,2172,0.5122219208126745,137942
5,3829,0.6802277792083533,181312
4,1720,0.041672900602384266,91367
3,4268,0.08479201604580322,116159
1,3569,0.7163233880626823,162322
1,4032,0.07208433599867337,102528
2,815,0.0712567277652586,75275
3,1292,0.01210847523488745,79130
4,2249,0.9565013982994801,188140
5,1931,0.737508359459007,168060
5,3741,0.35325140850206416,147735
4,4321,0.2965355812876552,142863
2,1110,0.34970322974584955,106070
5,1538,0.7746535311811819,167845
3,4041,0.6613706110704144,171547
2,1345,0.18519556786746794,91969
3,3261,0.17410933533408435,115020
1,1050,0.09839564971339732,75339
2,1558,0.6603027197013381,141610
5,2604,0.7643726622217359,177477
2,4012,0.265046428325004,126624
2,2097,0.020944961030912812,83064
2,4287,0.08217166747642735,111087
2,2431,0.9678600348450305,181096
3,2714,0.29544477747742026,121684
1,3910,0.7692231478381336,171022
4,1613,0.6246635688542638,148596
2,828,0.3819396396528959,106473
5,1757,0.2056872621955551,113138
2,2832,0.12138641815940643,100458
5,1276,0.6150129680388666,149261
3,1117,0.774633780637788,153633
5,1044,0.6439042535411307,149830
4,1547,0.5303021332491583,138500
1,1496,0.041951223431636264,74155
5,1071,0.9684887775943838,182558
5,4311,0.7987141916545746,197981
1,2571,0.29282203670096474,109992
4,2062,0.9799703293588506,188617
2,3224,0.6018815896363221,152428
5,1065,0.5824226582072465,143892
1,3773,0.7480731794295321,167537
3,1720,0.8117697880901376,163376
1,4230,0.6564786073315027,162947
3,1139,0.12809574636620003,89199
4,1188,0.3382675059944984,115706
2,3424,0.9280836403260497,187048
1,2850,0.22461561184385193,105961
5,4300,0.3721670238375133,155216
4,1965,0.432076882944196,132857
1,1175,0.4394049896944522,110690
5,2833,0.6129395824945255,164623
1,3171,0.9430758377447076,181017
3,945,0.24069271183250496,98519
1,2781,0.12150137630091806,94960
1,1092,0.19747048985993731,85667
1,1231,0.8869249002092695,156002
4,1504,0.645810812655206,149621
1,3796,0.28590678923916013,121550
5,2798,0.8159469389686173,184574
3,3432,0.861369996363436,185456
3,1198,0.846514338690278,161631
1,3664,0.9189265336395545,183532
4,4215,0.2522410201733616,137374
4,1763,0.7550419287462783,163134
5,4011,0.46053949727414,161163
1,3034,0.8419985528900615,169539
3,2841,0.7284906771616132,166259
4,2628,0.7764474464997246,173924
1,2908,0.6561618376810715,149696
4,1738,0.17742876946970687,105122
4,4251,0.5450269188969383,167012
3,1509,0.9846697395245082,178556
2,1606,0.9373880664971189,169798
5,2263,0.04317373579701167,101947
5,4190,0.16481481572943713,133381
3,2125,0.1317287734545619,99422
4,4215,0.7259799099852955,184747
1,810,0.8177853298569451,144878
4,1885,0.2135113663106719,110201
3,2668,0.505852692951829,142265
5,3073,0.8407030280112,189800
4,4024,0.7328015447662506,183520
5,3411,0.5422372054918483,163333
1,1571,0.5903476904587729,129744
5,2394,0.50836054691628,149776
5,2407,0.2975484513188206,128824
2,4446,0.5650219928590161,160962
2,2133,0.6888853020500907,150218
2,1684,0.8733229158608077,164172
5,4114,0.6362913539792481,179769
3,4364,0.761121537043158,184752
5,2189,0.160071634954573,112897
3,4201,0.4615574744197899,153165
3,3978,0.009331619827093296,105713
2,1025,0.24667886452162302,94917
4,1624,0.7264617151130048,158886
1,3065,0.9918099513493635,184830
2,1736,0.0991780995872159,87277
2,3600,0.40149431586128825,136149
4,3353,0.8000709686991595,183537
1,3106,0.20403563462889884,106463
5,2711,0.5550849493022862,157618
5,4388,0.7330712960296748,192187
2,2596,0.615985450260179,147558
1,853,0.18802473461541613,82332
2,3918,0.3553845686857394,134718
3,1526,0.7837917844853972,158639
2,3536,0.5542265141320166,150782
2,2344,0.005229613542912737,83962
5,3970,0.7609907600280938,190799
5,1843,0.03531135494023907,96961
5,2713,0.7457337827312321,176703
3,2576,0.2024805601652374,111008
5,2396,0.9580734801193802,194767
1,2714,0.3679407513020845,118934
4,4361,0.3269316163380791,146303
1,3266,0.14888805033244468,102548
1,3537,0.3056042154902149,120930
5,1649,0.8766507618282006,179155
4,2909,0.9963343376272473,198723
4,4016,0.36830953050684834,146990
4,3063,0.44861063095454257,145491
3,802,0.722070938202737,145227
5,959,0.8861957804650745,173209
4,1580,0.5930443341867842,145104
3,3991,0.39152569817782934,144062
2,1692,0.41262184084862374,118182
2,2830,0.6956181464968069,157861
3,3960,0.0032182636042786816,104921
3,3176,0.6195893374598407,158718
5,1379,0.3554930104413574,124339
5,2733,0.7941973312770843,181749
2,2180,0.09299063982313216,91099
4,4481,0.5882022669483905,173630
2,2090,0.48097288988612374,128997
4,2440,0.6423255259052274,158632
4,1751,0.06485359448296835,93995
5,4194,0.5799837874281313,174938
1,3482,0.5614845879595237,145968
1,1787,0.5606600944161709,128936
3,4412,0.6034876665964548,169468
5,2018,0.6764679372263622,162826
4,1720,0.8049889996807698,167698
1,3585,0.26982072012821434,117832
4,2155,0.8250494101800621,174054
1,969,0.4982556822634536,114515
1,1320,0.07705827913433116,75905
1,2286,0.0585509292439792,83715
5,839,0.3342383186960608,116813
2,2360,0.7848969771114676,162089
4,4132,0.7076809347409158,182088
5,2218,0.7886149646724064,176041
5,1754,0.5172690564416094,144266
5,4097,0.44019899795549056,159989
5,1783,0.14745252670628395,107575
5,3995,0.32819275360931155,147769
3,1774,0.43401936617387527,126141
4,837,0.08860042967961723,87230
5,3175,0.22061195271121126,128811
4,2074,0.5982252940637388,150562
3,1999,0.7356631142391898,158556
3,2425,0.9983475113929496,189084
4,1713,0.9331133313435577,180441
1,1253,0.6425651995351915,131786
2,836,0.421248053294072,110484
1,4187,0.6361773647082327,160487
1,2511,0.785651618080232,158675
1,3820,0.11833619092338732,105033
5,1595,0.40990488969628824,131940
3,1772,0.8398022856356172,166700
1,1392,0.383832951933044,107303
3,1937,0.5718722712271865,141557
4,3911,0.5877693608621982,167886
2,2124,0.18447625313363936,99687
4,3071,0.3622354416522884,136933
4,1117,0.33451128874193214,114621
5,3196,0.026196708532064794,109579
2,2962,0.024191763891355245,92039
4,3545,0.8316970436757735,188619
4,2146,0.2730708099728124,118767
2,2391,0.5180787662388154,135717
2,3911,0.29872557358877305,128982
4,2689,0.9406792451153405,190957
2,2887,0.25929675886577375,114799
4,2796,0.4296568127389351,140925
4,2572,0.8727302504846018,182993
5,2112,0.8419335667918086,180313
1,2085,0.18610141784627732,94460
4,1015,0.8026433097957104,160414
3,4018,0.45818688673789265,150998
1,3183,0.4829688720853552,135126
1,4039,0.13347997241594378,108737
1,2939,0.08060151375712465,92450
5,3200,0.7279393069737652,179793
4,3418,0.49646115235529975,153826
5,4442,0.43685070261517955,163105
4,3663,0.7295082286523967,179580
5,2504,0.7655128989911097,176591
5,3628,0.15890816766935356,127170
3,1162,0.6102251494776413,137642
5,3404,0.13535408227768553,122575
2,4216,0.7513750860290457,177297
3,2516,0.6569551562671395,155855
5,1993,0.956614621083458,190591
1,1155,0.06895801635642118,73445
2,990,0.05705472115125432,75605
2,3269,0.28218707469320015,120908
2,1499,0.26170568373590597,101160
3,2854,0.24697879907199982,118237
5,2980,0.9062545805210367,195425
5,1356,0.2495461998495061,113514
1,1625,0.271949726128631,98444
1,3608,0.7593982624179637,167019
2,1854,0.44973984245054,123513
1,3382,0.7767105569551812,166491
3,1225,0.06536615756438524,83786
5,4265,0.4875711936733843,166407
2,3519,0.03361360018328263,98551
1,3210,0.06265320345535452,93365
3,4308,0.906437453344411,198723
3,2374,0.13924537111759516,102664
1,2929,0.5324206822752171,137532
5,3203,0.41109560260070654,148139
1,4129,0.3473433262588427,131024
2,1388,0.8998333456872725,163863
1,2812,0.0218233967754895,85302
3,2347,0.6637896861755891,154848
1,1094,0.9633944342135504,162279
5,2785,0.5601681834618419,158866
4,2047,0.9368224620330918,184152
1,2348,0.05225787928602377,83705
5,3917,0.4187933190741614,156049
5,2490,0.26015779096205116,125915
3,1936,0.7308209649807298,157442
5,2056,0.9812970904972467,193689
5,2864,0.2565300624442478,129293
5,1159,0.6541746014740745,152007
5,4094,0.19809763275974013,135749
2,3713,0.5653302545716099,153663
2,1499,0.4639324866883362,121383
3,1247,0.9720053296315371,174670
1,3703,0.6085272726964666,152882
5,3212,0.3495063720868188,142070
1,1474,0.11409578488793337,81149
1,1807,0.15124682873493456,88194
3,2149,0.2253169299512351,109021
5,3314,0.250966661340298,133236
5,3261,0.8506160578411378,192671
4,4326,0.5612227882825249,169382
1,1385,0.5233909113743664,121189
1,2056,0.11476887186921747,87036
2,2047,0.860139693349435,166483
4,1793,0.7228143032084837,160211
2,2235,0.06766836190000158,89116
2,1371,0.7078350972297687,144493
2,3182,0.5435382173426461,146173
3,2045,0.08172534574677826,93622
3,2884,0.45830064152865646,139670
2,1788,0.484696287130047,126349
4,1077,0.16577454016327575,97347
1,2019,0.9456981470002823,169759
4,3763,0.8499753714806619,192627
5,2687,0.6690223373291083,168772
3,1283,0.4622955610006072,124059
1,2065,0.4117655415845085,116826
1,4195,0.6509734671509542,162047
5,1530,0.5454318694069055,144843
5,3039,0.062273105881885615,111617
2,1840,0.5125026487703317,129650
3,3371,0.8064036172328395,179350
3,1717,0.45923987759695806,128093
4,3248,0.05195657755426841,107675
2,1685,0.7862781993840331,155477
2,3552,0.2013637821359744,115656
2,821,0.2586208348880388,94072
2,1273,0.1647063534322959,89200
3,3991,0.33021506487149754,137931
3,3057,0.756751505688635,171245
2,3153,0.5193858595039373,143468
4,4141,0.20488127415071256,131898
1,1503,0.8778300781520408,157813
1,1486,0.8795818549515292,157818
4,1084,0.8705784250460069,167897
2,1515,0.23879621138153928,99029
3,1562,0.4512393441809881,125743
1,2050,0.9849896561408751,173998
5,1747,0.7720124763099904,169671
5,3228,0.027167421225559818,109996
4,3307,0.06520459126049205,109590
2,1830,0.46393137681233276,124693
1,828,0.9092202058615602,154202
2,1706,0.5387017979527142,130930
1,3904,0.4978125080342902,143821
4,3726,0.10547369995663058,117807
4,2926,0.656780104724294,164938
5,3794,0.8221031606002255,195150
2,3306,0.38042000750756233,131102
5,1369,0.7756118509253275,166251
2,2806,0.9644766539008116,184507
5,4409,0.2037664591276891,139466
3,4353,0.5233296311947413,160862
3,2253,0.28713795808457554,116243
3,1537,0.7928544190338394,159655
3,4156,0.5775933658811575,164319
1,1315,0.6345824175503038,131608
3,2800,0.7979141596158941,172791
4,3970,0.3959704726624549,149297
4,3244,0.9150900684070432,193949
1,4360,0.53302886724614,151902
3,838,0.157954822835348,89175
3,4142,0.6958991181688025,176009
3,1686,0.7932613504382544,161186
5,3644,0.31676167706752667,143116
2,3004,0.857179256998753,175757
5,1898,0.9061432547657664,184594
2,3731,0.2769044873778089,125000
3,2623,0.9835214727152221,189582
3,4001,0.14071152804875842,119081
5,2510,0.20201566840248997,120301
5,1773,0.18422483923802613,111152
2,3955,0.8939897100078704,188948
4,3893,0.6542925523249619,174359
2,4330,0.15210428322227287,118510
5,2362,0.440323418368349,142652
5,3696,0.615298025069802,173489
1,4253,0.08346408498938329,105876
5,3595,0.8824163684073387,199191
1,4311,0.8036035354415352,178470
4,4475,0.5052067735766382,165270
2,1788,0.9671266152591704,174592
2,820,0.4177609792750997,109976
1,3150,0.9841103190364978,184911
2,1668,0.6679199988036271,143471
5,883,0.6346712732539415,147297
3,2482,0.165954895295785,106415
1,2776,0.881927758304644,170952
2,4324,0.42748968792061515,145988
1,2210,0.16223340578247936,93323
1,2330,0.01260751997575904,79560
3,4128,0.5597556836383826,162255
5,1369,0.5273996221226763,141429
1,1733,0.7193536223691586,144265
2,4398,0.8902580530178021,193005
4,4033,0.07940658464302952,118270
1,2780,0.7314964903403623,155949
1,4034,0.18741194409758222,114081
3,2655,0.858177053157164,177367
5,3856,0.8190635138616561,195466
4,1592,0.5407937549855444,139999
2,1591,0.7102427986233115,146934
4,4395,0.3143501131837484,145385
2,2609,0.47116789893281463,133206
5,2094,0.8216368977104717,178103
2,3339,0.4592651971732139,139316
3,3055,0.3577982653254418,131329
3,4410,0.4942124472502999,158521
3,2407,0.8282492524372184,171894
3,1883,0.33520804737087273,117350
4,3277,0.1737615931357438,120146
5,1784,0.7120140203307808,164041
2,2480,0.8259782127080818,167397
2,4476,0.10063747852353333,114823
3,4180,0.23987411275594472,130787
3,1319,0.1419719897609939,92387
1,1390,0.3479414115821666,103694
5,1850,0.45035097890541265,138535
4,2509,0.7488263369633065,169972
2,4433,0.6511475848816741,169444
1,2835,0.6209285674784312,145442
1,3046,0.3523749466096544,120697
2,3234,0.8414475530847599,176484
4,1148,0.47128716739816456,128608
1,1759,0.9791049380151545,170500
1,2763,0.6341421382957368,146044
5,1492,0.12626474156450274,102546
4,2359,0.676177562075434,161207
1,1177,0.325104015431699,99280
4,3746,0.6863271966860974,176092
2,3763,0.06964114816240574,104594
3,4429,0.1748814371759594,126778
1,1326,0.8557372589057863,153833
5,4024,0.2271795570235149,137957
2,3581,0.83704112524294,179514
4,3053,0.27927608845441043,128457
